team_size,map_index,metric,trials,mean_paired_difference,median_paired_difference
2,45,reached_95_rate,4,0.0,0.0
2,46,reached_95_rate,4,0.0,0.0
2,47,reached_95_rate,4,0.0,0.0
2,48,reached_95_rate,4,0.0,0.0
2,49,reached_95_rate,4,0.0,0.0
2,50,reached_95_rate,4,0.0,0.0
2,51,reached_95_rate,4,0.0,0.0
2,52,reached_95_rate,4,0.0,0.0
2,53,reached_95_rate,4,0.0,0.0
2,54,reached_95_rate,4,0.0,0.0
2,55,reached_95_rate,4,0.0,0.0
2,56,reached_95_rate,4,0.0,0.0
2,57,reached_95_rate,4,0.0,0.0
2,58,reached_95_rate,4,0.0,0.0
2,59,reached_95_rate,4,0.0,0.0
2,60,reached_95_rate,4,0.0,0.0
2,61,reached_95_rate,4,0.0,0.0
2,62,reached_95_rate,4,0.0,0.0
2,63,reached_95_rate,4,0.0,0.0
2,64,reached_95_rate,4,0.0,0.0
2,65,reached_95_rate,4,0.0,0.0
2,66,reached_95_rate,4,0.0,0.0
2,67,reached_95_rate,4,0.0,0.0
2,68,reached_95_rate,4,0.0,0.0
2,69,reached_95_rate,4,0.0,0.0
2,70,reached_95_rate,4,0.0,0.0
2,71,reached_95_rate,4,0.0,0.0
2,72,reached_95_rate,4,0.0,0.0
2,73,reached_95_rate,4,0.0,0.0
2,74,reached_95_rate,4,0.0,0.0
2,75,reached_95_rate,4,0.0,0.0
2,76,reached_95_rate,4,0.0,0.0
2,77,reached_95_rate,4,0.0,0.0
2,78,reached_95_rate,4,0.0,0.0
2,79,reached_95_rate,4,0.0,0.0
2,80,reached_95_rate,4,0.0,0.0
2,81,reached_95_rate,4,0.0,0.0
2,82,reached_95_rate,4,0.0,0.0
2,83,reached_95_rate,4,0.0,0.0
2,84,reached_95_rate,4,0.0,0.0
2,85,reached_95_rate,4,0.0,0.0
2,86,reached_95_rate,4,0.0,0.0
2,87,reached_95_rate,4,0.0,0.0
2,88,reached_95_rate,4,0.0,0.0
2,89,reached_95_rate,4,0.0,0.0
2,90,reached_95_rate,4,0.0,0.0
2,91,reached_95_rate,4,0.0,0.0
2,92,reached_95_rate,4,0.0,0.0
